city,year,month,t2m,t2m_max,t2m_min,prec_acum
La Asunción,1985,3,25.12,27.04,23.82,0.0
La Asunción,1985,4,25.36,27.46,24.09,26.37
La Asunción,1985,5,25.97,27.8,24.4,10.55
La Asunción,1985,6,26.36,27.9,25.07,63.28
La Asunción,1985,7,26.62,28.71,25.48,205.66
La Asunción,1985,8,26.55,28.44,25.19,152.93
La Asunción,1985,9,26.62,28.66,25.0,110.74
La Asunción,1985,10,26.5,28.37,25.06,110.74
La Asunción,1985,11,26.58,28.94,24.84,184.57
La Asunción,1985,12,25.12,26.8,23.72,94.92
La Asunción,1986,1,24.54,26.0,23.36,5.27
La Asunción,1986,2,24.54,25.98,23.19,5.27
La Asunción,1986,3,25.03,26.87,23.69,21.09
La Asunción,1986,4,26.19,27.97,24.73,0.0
La Asunción,1986,5,26.2,28.22,24.65,68.55
La Asunción,1986,6,26.16,27.75,24.94,131.84
La Asunción,1986,7,26.62,28.34,25.37,105.47
La Asunción,1986,8,26.67,29.13,25.4,152.93
La Asunción,1986,9,26.64,28.69,25.28,179.3
La Asunción,1986,10,26.55,28.26,25.56,242.58
La Asunción,1986,11,26.24,27.87,24.57,189.84
La Asunción,1986,12,25.32,27.26,23.37,36.91
La Asunción,1987,1,24.55,27.33,22.98,10.55
La Asunción,1987,2,24.93,26.87,23.3,0.0
La Asunción,1987,3,25.67,28.81,23.8,0.0
La Asunción,1987,4,26.46,28.32,24.78,58.01
La Asunción,1987,5,27.17,30.23,24.95,89.65
La Asunción,1987,6,27.12,28.88,25.81,137.11
La Asunción,1987,7,26.61,28.3,25.48,195.12
La Asunción,1987,8,27.52,29.58,26.08,158.2
La Asunción,1987,9,27.53,29.75,26.2,152.93
La Asunción,1987,10,27.47,29.3,26.13,105.47
La Asunción,1987,11,27.42,29.13,26.24,42.19
La Asunción,1987,12,26.73,28.65,25.12,63.28
La Asunción,1988,1,25.51,27.08,24.09,10.55
La Asunción,1988,2,25.12,26.79,23.26,0.0
La Asunción,1988,3,25.47,27.33,24.01,0.0
La Asunción,1988,4,26.05,28.11,24.44,0.0
La Asunción,1988,5,26.74,28.51,24.99,21.09
La Asunción,1988,6,27.14,28.98,25.55,116.02
La Asunción,1988,7,27.05,28.97,25.76,73.83
La Asunción,1988,8,27.28,28.93,26.12,258.4
La Asunción,1988,9,27.16,28.91,25.87,179.3
La Asunción,1988,10,26.98,29.03,25.5,200.39
La Asunción,1988,11,26.66,28.97,25.33,79.1
La Asunción,1988,12,25.64,26.98,24.3,110.74
La Asunción,1989,1,24.63,26.02,23.67,31.64
La Asunción,1989,2,24.64,26.23,22.86,10.55
La Asunción,1989,3,24.65,26.49,23.34,15.82
La Asunción,1989,4,25.31,27.01,23.83,0.0
La Asunción,1989,5,25.88,28.15,24.2,10.55
La Asunción,1989,6,26.3,28.1,24.94,100.2
La Asunción,1989,7,26.5,28.16,25.27,110.74
La Asunción,1989,8,27.18,29.31,25.62,100.2
La Asunción,1989,9,27.4,29.9,25.61,174.02
La Asunción,1989,10,27.12,28.94,25.71,58.01
La Asunción,1989,11,26.69,28.09,25.57,137.11
La Asunción,1989,12,25.73,27.68,24.23,26.37
La Asunción,1990,1,25.01,26.5,24.08,5.27
La Asunción,1990,2,24.53,26.18,23.53,26.37
La Asunción,1990,3,25.07,26.53,23.94,0.0
La Asunción,1990,4,25.73,27.79,24.44,10.55
La Asunción,1990,5,26.5,28.64,25.14,47.46
La Asunción,1990,6,26.51,28.09,25.34,152.93
La Asunción,1990,7,26.6,28.81,25.26,116.02
La Asunción,1990,8,26.9,29.12,25.0,131.84
La Asunción,1990,9,27.66,30.1,26.14,36.91
La Asunción,1990,10,27.92,30.04,26.32,52.73
La Asunción,1990,11,27.04,29.05,25.27,94.92
La Asunción,1990,12,25.78,27.4,24.11,94.92
La Asunción,1991,1,25.3,27.01,23.8,15.82
La Asunción,1991,2,25.14,27.24,23.66,26.37
La Asunción,1991,3,25.13,26.94,23.65,10.55
La Asunción,1991,4,25.55,27.18,24.21,26.37
La Asunción,1991,5,26.24,27.87,24.55,0.0
La Asunción,1991,6,26.49,28.3,25.0,63.28
La Asunción,1991,7,26.48,28.35,24.86,15.82
La Asunción,1991,8,26.85,28.82,25.12,152.93
La Asunción,1991,9,27.19,29.15,25.63,126.56
La Asunción,1991,10,26.9,29.02,25.33,89.65
La Asunción,1991,11,26.64,28.54,25.06,121.29
La Asunción,1991,12,25.59,27.29,24.23,73.83
La Asunción,1992,1,25.33,27.26,23.33,15.82
La Asunción,1992,2,25.15,27.31,23.33,10.55
La Asunción,1992,3,25.48,27.13,23.86,0.0
La Asunción,1992,4,26.01,28.02,24.58,10.55
La Asunción,1992,5,26.98,29.3,24.67,5.27
La Asunción,1992,6,26.48,28.17,25.23,142.38
La Asunción,1992,7,26.62,28.34,25.45,94.92
La Asunción,1992,8,26.84,28.58,25.64,116.02
La Asunción,1992,9,27.19,29.23,25.22,68.55
La Asunción,1992,10,27.41,29.96,25.76,47.46
La Asunción,1992,11,26.77,28.59,25.67,105.47
La Asunción,1992,12,26.29,28.14,24.63,36.91
La Asunción,1993,1,25.39,26.95,24.13,21.09
La Asunción,1993,2,25.18,26.91,23.94,0.0
La Asunción,1993,3,25.42,27.35,23.67,10.55
La Asunción,1993,4,26.43,28.74,24.8,0.0
La Asunción,1993,5,27.06,29.33,25.48,121.29
La Asunción,1993,6,26.77,30.54,25.19,94.92
La Asunción,1993,7,26.89,28.43,25.34,52.73
La Asunción,1993,8,26.64,28.45,24.93,142.38
La Asunción,1993,9,26.9,29.29,25.24,126.56
La Asunción,1993,10,26.94,28.8,25.54,68.55
La Asunción,1993,11,26.08,27.68,24.81,105.47
La Asunción,1993,12,25.8,27.26,24.31,31.64
La Asunción,1994,1,25.18,26.73,23.67,0.0
La Asunción,1994,2,25.02,26.78,23.75,0.0
La Asunción,1994,3,25.32,26.94,24.1,0.0
La Asunción,1994,4,25.8,27.9,24.31,15.82
La Asunción,1994,5,26.36,28.23,24.86,15.82
La Asunción,1994,6,26.37,28.04,24.91,100.2
La Asunción,1994,7,26.38,28.14,25.1,126.56
La Asunción,1994,8,26.94,28.63,25.69,158.2
La Asunción,1994,9,27.01,29.03,25.23,110.74
La Asunción,1994,10,26.9,28.92,25.2,84.38
La Asunción,1994,11,27.02,29.49,25.55,42.19
La Asunción,1994,12,26.01,27.83,24.24,21.09
La Asunción,1995,1,25.6,27.69,23.48,10.55
La Asunción,1995,2,25.55,27.54,24.13,0.0
La Asunción,1995,3,26.29,29.01,24.48,15.82
La Asunción,1995,4,26.8,28.86,25.3,0.0
La Asunción,1995,5,27.02,28.7,25.57,15.82
La Asunción,1995,6,26.93,29.01,25.37,105.47
La Asunción,1995,7,27.01,29.2,25.32,137.11
La Asunción,1995,8,27.73,30.63,26.2,226.76
La Asunción,1995,9,28.19,31.1,26.76,89.65
La Asunción,1995,10,27.4,29.85,25.63,121.29
La Asunción,1995,11,27.16,28.93,25.39,52.73
La Asunción,1995,12,26.54,28.4,24.84,15.82
La Asunción,1996,1,25.87,27.55,24.36,15.82
La Asunción,1996,2,25.8,27.31,24.47,0.0
La Asunción,1996,3,25.42,27.55,23.91,5.27
La Asunción,1996,4,25.98,27.72,24.55,0.0
La Asunción,1996,5,26.49,28.61,25.19,52.73
La Asunción,1996,6,26.26,28.39,24.82,179.3
La Asunción,1996,7,26.63,28.51,25.16,200.39
La Asunción,1996,8,26.96,30.54,25.44,73.83
La Asunción,1996,9,27.49,29.76,25.93,126.56
La Asunción,1996,10,27.36,29.33,26.19,63.28
La Asunción,1996,11,26.58,28.11,25.35,116.02
La Asunción,1996,12,26.26,27.93,24.89,47.46
La Asunción,1997,1,25.57,27.14,24.21,10.55
La Asunción,1997,2,24.9,26.23,23.51,15.82
La Asunción,1997,3,25.01,26.95,23.75,5.27
La Asunción,1997,4,25.83,27.71,24.0,0.0
La Asunción,1997,5,26.35,28.13,25.06,26.37
La Asunción,1997,6,26.51,28.12,25.39,147.66
La Asunción,1997,7,26.45,28.12,25.27,100.2
La Asunción,1997,8,26.69,28.8,25.3,68.55
La Asunción,1997,9,27.61,29.73,26.13,79.1
La Asunción,1997,10,28.0,29.8,26.49,84.38
La Asunción,1997,11,26.6,28.03,25.41,116.02
La Asunción,1997,12,26.07,27.75,24.4,15.82
La Asunción,1998,1,25.58,27.44,23.94,0.0
La Asunción,1998,2,25.93,28.86,24.44,31.64
La Asunción,1998,3,25.52,27.72,23.89,10.55
La Asunción,1998,4,26.52,28.94,23.8,5.27
La Asunción,1998,5,27.39,29.9,25.47,94.92
La Asunción,1998,6,26.99,29.81,25.32,110.74
La Asunción,1998,7,27.15,28.88,25.74,205.66
La Asunción,1998,8,28.04,30.38,26.69,137.11
La Asunción,1998,9,27.83,30.08,26.28,89.65
La Asunción,1998,10,27.44,29.57,26.28,195.12
La Asunción,1998,11,26.98,29.15,25.73,147.66
La Asunción,1998,12,26.57,28.02,25.19,100.2
La Asunción,1999,1,25.22,26.83,24.08,58.01
La Asunción,1999,2,24.99,26.64,23.8,31.64
La Asunción,1999,3,25.25,26.74,24.04,26.37
La Asunción,1999,4,25.91,27.96,23.9,58.01
La Asunción,1999,5,26.93,28.73,25.28,0.0
La Asunción,1999,6,26.75,28.62,25.4,68.55
La Asunción,1999,7,26.83,28.61,24.83,216.21
La Asunción,1999,8,27.44,29.55,25.85,168.75
La Asunción,1999,9,27.83,30.15,26.29,94.92
La Asunción,1999,10,27.49,29.49,26.11,163.48
La Asunción,1999,11,27.45,29.19,26.28,316.41
La Asunción,1999,12,26.27,28.14,24.63,210.94
La Asunción,2000,1,25.3,26.64,24.02,58.01
La Asunción,2000,2,24.69,26.55,23.51,10.55
La Asunción,2000,3,25.04,27.15,23.76,42.19
La Asunción,2000,4,25.24,27.29,23.83,10.55
La Asunción,2000,5,26.02,27.86,24.58,58.01
La Asunción,2000,6,26.0,27.5,24.4,152.93
La Asunción,2000,7,26.35,27.87,25.07,94.92
La Asunción,2000,8,27.36,28.79,25.74,226.76
La Asunción,2000,9,27.31,29.32,26.15,221.48
La Asunción,2000,10,27.33,29.28,25.89,121.29
La Asunción,2000,11,26.78,28.19,25.7,158.2
La Asunción,2000,12,25.61,27.25,24.32,31.64
La Asunción,2001,1,25.08,26.48,23.37,21.09
La Asunción,2001,2,24.83,26.55,23.67,10.55
La Asunción,2001,3,24.76,26.9,23.37,10.55
La Asunción,2001,4,25.25,27.18,23.51,89.65
La Asunción,2001,5,26.72,28.88,25.2,21.09
La Asunción,2001,6,26.56,28.08,25.35,63.28
La Asunción,2001,7,26.82,28.83,25.19,126.56
La Asunción,2001,8,27.65,29.58,25.47,131.84
La Asunción,2001,9,27.12,29.26,25.62,168.75
La Asunción,2001,10,27.12,28.96,25.58,126.56
La Asunción,2001,11,27.12,29.54,25.87,73.83
La Asunción,2001,12,26.33,28.12,24.52,100.2
La Asunción,2002,1,25.69,27.19,24.12,105.47
La Asunción,2002,2,25.02,26.65,23.7,0.0
La Asunción,2002,3,25.24,27.09,23.73,84.38
La Asunción,2002,4,26.12,27.86,24.52,10.55
La Asunción,2002,5,26.37,28.07,24.9,110.74
La Asunción,2002,6,26.52,27.98,25.25,142.38
La Asunción,2002,7,26.46,28.65,25.13,142.38
La Asunción,2002,8,27.39,29.12,26.06,63.28
La Asunción,2002,9,27.65,29.76,26.26,52.73
La Asunción,2002,10,27.23,29.46,25.74,79.1
La Asunción,2002,11,26.55,28.1,25.29,63.28
La Asunción,2002,12,25.7,27.37,24.22,26.37
La Asunción,2003,1,25.55,27.26,24.11,0.0
La Asunción,2003,2,25.5,27.12,24.0,0.0
La Asunción,2003,3,25.47,27.58,23.75,0.0
La Asunción,2003,4,26.4,28.44,24.63,0.0
La Asunción,2003,5,26.14,28.88,24.9,63.28
La Asunción,2003,6,26.37,28.0,25.12,152.93
La Asunción,2003,7,26.71,28.21,25.16,247.85
La Asunción,2003,8,27.44,30.15,25.77,89.65
La Asunción,2003,9,27.8,30.27,26.23,163.48
La Asunción,2003,10,28.0,29.92,26.36,84.38
La Asunción,2003,11,27.54,29.05,25.96,89.65
La Asunción,2003,12,26.62,28.41,25.12,131.84
La Asunción,2004,1,25.91,27.26,24.84,274.22
La Asunción,2004,2,25.79,27.61,24.49,10.55
La Asunción,2004,3,25.82,27.93,24.5,5.27
La Asunción,2004,4,26.2,28.15,24.8,105.47
La Asunción,2004,5,26.56,28.38,24.76,42.19
La Asunción,2004,6,26.53,27.85,25.44,237.3
La Asunción,2004,7,26.62,28.32,25.14,137.11
La Asunción,2004,8,26.99,29.75,25.2,100.2
La Asunción,2004,9,28.08,30.33,26.11,195.12
La Asunción,2004,10,28.23,30.67,26.9,84.38
La Asunción,2004,11,27.37,28.95,26.11,189.84
La Asunción,2004,12,26.78,28.21,24.79,58.01
La Asunción,2005,1,26.09,27.55,25.08,94.92
La Asunción,2005,2,26.37,27.85,24.62,52.73
La Asunción,2005,3,26.61,28.55,25.06,0.0
La Asunción,2005,4,26.45,28.65,24.89,15.82
La Asunción,2005,5,28.05,30.4,26.45,5.27
La Asunción,2005,6,27.51,29.75,25.35,163.48
La Asunción,2005,7,27.42,29.51,25.78,237.3
La Asunción,2005,8,28.0,30.03,26.3,152.93
La Asunción,2005,9,28.26,29.97,26.91,184.57
La Asunción,2005,10,28.6,30.83,26.71,58.01
La Asunción,2005,11,27.42,29.63,25.74,94.92
La Asunción,2005,12,26.58,28.19,25.19,73.83
La Asunción,2006,1,25.73,27.14,24.51,94.92
La Asunción,2006,2,25.47,27.01,24.08,31.64
La Asunción,2006,3,25.96,27.76,24.13,31.64
La Asunción,2006,4,26.29,29.05,24.12,0.0
La Asunción,2006,5,27.22,29.13,25.78,10.55
La Asunción,2006,6,27.21,29.08,25.79,84.38
La Asunción,2006,7,26.78,28.28,25.35,94.92
La Asunción,2006,8,27.35,29.19,25.68,105.47
La Asunción,2006,9,28.01,30.53,25.97,58.01
La Asunción,2006,10,27.88,29.73,26.08,63.28
La Asunción,2006,11,27.51,29.25,26.23,58.01
La Asunción,2006,12,26.76,28.64,25.21,31.64
La Asunción,2007,1,26.15,27.71,24.05,15.82
La Asunción,2007,2,25.41,27.19,23.89,5.27
La Asunción,2007,3,25.7,27.8,24.16,21.09
La Asunción,2007,4,26.73,29.34,25.12,0.0
La Asunción,2007,5,27.1,29.68,25.25,26.37
La Asunción,2007,6,27.14,29.09,25.59,89.65
La Asunción,2007,7,27.23,29.59,25.82,47.46
La Asunción,2007,8,27.73,29.94,26.23,195.12
La Asunción,2007,9,27.94,30.09,26.42,58.01
La Asunción,2007,10,27.87,30.26,26.1,58.01
La Asunción,2007,11,27.53,29.43,25.69,110.74
La Asunción,2007,12,26.53,28.12,24.9,142.38
La Asunción,2008,1,25.65,27.57,23.77,121.29
La Asunción,2008,2,25.25,27.03,23.54,47.46
La Asunción,2008,3,25.36,27.05,24.19,0.0
La Asunción,2008,4,25.54,27.5,24.0,47.46
La Asunción,2008,5,26.58,28.62,24.84,15.82
La Asunción,2008,6,26.88,28.66,25.41,116.02
La Asunción,2008,7,26.75,28.8,25.17,174.02
La Asunción,2008,8,27.7,30.12,25.77,158.2
La Asunción,2008,9,28.33,30.8,26.3,126.56
La Asunción,2008,10,27.93,29.71,25.98,184.57
La Asunción,2008,11,27.44,29.44,25.83,47.46
La Asunción,2008,12,26.48,28.24,25.3,42.19
La Asunción,2009,1,25.84,27.53,24.37,21.09
La Asunción,2009,2,25.32,26.58,23.58,47.46
La Asunción,2009,3,25.37,26.94,24.23,15.82
La Asunción,2009,4,25.91,27.64,24.51,26.37
La Asunción,2009,5,26.25,28.15,24.76,15.82
La Asunción,2009,6,26.65,28.49,25.15,47.46
La Asunción,2009,7,27.08,28.98,25.93,189.84
La Asunción,2009,8,27.49,29.55,26.29,73.83
La Asunción,2009,9,27.72,29.65,26.26,73.83
La Asunción,2009,10,27.55,29.12,26.43,36.91
La Asunción,2009,11,27.59,29.87,26.37,42.19
La Asunción,2009,12,26.55,28.33,24.84,26.37
La Asunción,2010,1,26.04,28.03,24.48,5.27
La Asunción,2010,2,25.78,29.31,23.8,0.0
La Asunción,2010,3,26.92,29.26,25.31,0.0
La Asunción,2010,4,27.4,29.57,25.49,63.28
La Asunción,2010,5,27.57,29.04,26.12,105.47
La Asunción,2010,6,27.72,29.87,25.3,142.38
La Asunción,2010,7,27.62,29.69,26.25,147.66
La Asunción,2010,8,28.08,30.73,26.79,195.12
La Asunción,2010,9,28.37,30.8,26.38,105.47
La Asunción,2010,10,28.42,30.83,26.68,73.83
La Asunción,2010,11,27.73,30.26,26.1,195.12
La Asunción,2010,12,26.83,28.21,25.45,168.75
La Asunción,2011,1,26.06,27.64,24.49,31.64
La Asunción,2011,2,25.33,26.99,24.12,36.91
La Asunción,2011,3,25.62,27.69,24.05,58.01
La Asunción,2011,4,26.21,28.33,24.45,63.28
La Asunción,2011,5,27.53,29.58,25.93,68.55
La Asunción,2011,6,27.3,29.44,25.55,89.65
La Asunción,2011,7,27.1,28.83,25.76,110.74
La Asunción,2011,8,28.1,29.93,26.4,63.28
La Asunción,2011,9,28.33,30.55,23.63,110.74
La Asunción,2011,10,27.51,29.78,26.19,121.29
La Asunción,2011,11,27.42,29.5,25.66,79.1
La Asunción,2011,12,26.77,28.65,25.03,116.02
La Asunción,2012,1,25.62,27.06,24.6,36.91
La Asunción,2012,2,25.15,26.48,23.8,10.55
La Asunción,2012,3,25.39,27.44,24.07,47.46
La Asunción,2012,4,26.06,28.24,24.34,15.82
La Asunción,2012,5,26.87,28.89,24.7,137.11
La Asunción,2012,6,26.79,28.21,25.39,63.28
La Asunción,2012,7,26.96,29.12,25.57,94.92
La Asunción,2012,8,27.62,29.6,26.08,179.3
La Asunción,2012,9,28.08,30.04,26.7,68.55
La Asunción,2012,10,28.18,30.57,26.71,42.19
La Asunción,2012,11,27.93,29.52,26.66,79.1
La Asunción,2012,12,26.83,28.31,25.4,110.74
La Asunción,2013,1,25.68,27.26,24.44,5.27
La Asunción,2013,2,25.4,26.87,24.18,10.55
La Asunción,2013,3,26.05,27.9,24.44,0.0
La Asunción,2013,4,25.85,27.58,24.43,36.91
La Asunción,2013,5,26.62,29.54,25.19,58.01
La Asunción,2013,6,26.16,27.8,24.94,105.47
La Asunción,2013,7,27.15,28.86,25.52,52.73
La Asunción,2013,8,27.5,29.53,25.84,47.46
La Asunción,2013,9,28.28,30.63,26.75,100.2
La Asunción,2013,10,27.42,29.46,25.81,63.28
La Asunción,2013,11,26.92,28.87,25.82,100.2
La Asunción,2013,12,26.0,28.01,24.39,116.02
La Asunción,2014,1,24.99,26.67,23.26,47.46
La Asunción,2014,2,25.26,26.78,24.1,0.0
La Asunción,2014,3,25.44,27.12,23.92,0.0
La Asunción,2014,4,25.9,27.79,24.42,5.27
La Asunción,2014,5,26.13,27.95,24.31,10.55
La Asunción,2014,6,26.43,28.22,25.19,52.73
La Asunción,2014,7,26.58,28.32,25.32,152.93
La Asunción,2014,8,26.98,29.06,25.43,110.74
La Asunción,2014,9,27.56,29.64,26.54,21.09
La Asunción,2014,10,27.54,29.36,26.27,79.1
La Asunción,2014,11,27.06,29.45,25.7,58.01
La Asunción,2014,12,26.58,28.17,25.33,26.37
La Asunción,2015,1,25.75,27.25,24.4,15.82
La Asunción,2015,2,25.76,28.16,23.65,5.27
La Asunción,2015,3,25.63,27.47,24.25,10.55
La Asunción,2015,4,25.83,28.39,24.26,5.27
La Asunción,2015,5,26.26,28.02,24.8,5.27
La Asunción,2015,6,26.32,28.03,24.93,100.2
La Asunción,2015,7,26.27,27.87,25.19,195.12
La Asunción,2015,8,27.37,30.19,25.98,73.83
La Asunción,2015,9,27.83,30.15,26.19,42.19
La Asunción,2015,10,27.5,30.1,25.59,94.92
La Asunción,2015,11,27.1,28.99,25.76,47.46
La Asunción,2015,12,25.98,28.51,23.83,79.1
La Asunción,2016,1,25.4,27.06,23.69,0.0
La Asunción,2016,2,25.37,27.11,23.63,0.0
La Asunción,2016,3,25.79,27.72,24.15,5.27
La Asunción,2016,4,26.39,29.36,24.5,26.37
La Asunción,2016,5,26.7,28.6,24.93,247.85
La Asunción,2016,6,26.67,28.12,25.53,247.85
La Asunción,2016,7,27.12,28.71,25.74,290.04
La Asunción,2016,8,27.43,29.12,26.21,268.95
La Asunción,2016,9,27.71,29.35,26.4,268.95
La Asunción,2016,10,27.78,29.69,26.44,58.01
La Asunción,2016,11,27.85,29.37,26.05,263.67
La Asunción,2016,12,26.84,28.74,25.36,174.02
La Asunción,2017,1,25.64,26.94,24.37,26.37
La Asunción,2017,2,25.37,27.07,23.88,21.09
La Asunción,2017,3,25.73,27.71,24.33,31.64
La Asunción,2017,4,26.06,28.02,24.6,0.0
La Asunción,2017,5,26.69,28.27,25.52,121.29
La Asunción,2017,6,26.62,28.12,25.23,469.34
La Asunción,2017,7,27.09,28.4,26.08,274.22
La Asunción,2017,8,27.58,29.11,25.86,348.05
La Asunción,2017,9,27.85,30.1,26.07,242.58
La Asunción,2017,10,27.23,29.14,25.73,363.87
La Asunción,2017,11,27.04,28.44,26.0,121.29
La Asunción,2017,12,26.52,28.19,25.46,142.38
La Asunción,2018,1,25.57,26.98,24.44,100.2
La Asunción,2018,2,24.89,26.27,23.58,31.64
La Asunción,2018,3,24.97,26.79,23.25,126.56
La Asunción,2018,4,25.34,26.96,24.12,15.82
La Asunción,2018,5,25.92,27.6,24.57,26.37
La Asunción,2018,6,26.23,27.99,24.97,121.29
La Asunción,2018,7,26.44,27.78,25.44,253.12
La Asunción,2018,8,26.68,28.66,25.36,200.39
La Asunción,2018,9,27.55,29.64,26.49,242.58
La Asunción,2018,10,27.36,28.94,26.38,195.12
La Asunción,2018,11,26.98,28.73,25.37,158.2
La Asunción,2018,12,25.5,26.99,24.29,31.64
La Asunción,2019,1,25.1,26.42,23.51,0.0
La Asunción,2019,2,25.14,26.95,23.93,10.55
La Asunción,2019,3,24.98,26.8,23.75,26.37
La Asunción,2019,4,25.33,27.44,23.82,10.55
La Asunción,2019,5,26.28,28.48,24.6,26.37
La Asunción,2019,6,26.74,28.67,25.48,184.57
La Asunción,2019,7,26.65,28.48,25.22,284.77
La Asunción,2019,8,27.44,29.66,25.94,158.2
La Asunción,2019,9,28.17,30.02,26.69,216.21
La Asunción,2019,10,27.82,29.87,26.49,232.03
La Asunción,2019,11,27.46,29.12,26.39,226.76
La Asunción,2019,12,26.44,28.46,24.61,84.38
La Asunción,2020,1,25.94,27.62,23.93,10.55
La Asunción,2020,2,25.6,27.48,23.73,0.0
La Asunción,2020,3,25.57,27.26,23.97,0.0
La Asunción,2020,4,26.23,28.17,24.46,0.0
La Asunción,2020,5,26.98,29.18,25.28,0.0
La Asunción,2020,6,27.17,29.0,25.63,68.55
La Asunción,2020,7,27.37,29.23,25.38,10.55
La Asunción,2020,8,28.01,29.92,25.42,73.83
La Asunción,2020,9,28.51,31.14,26.56,52.73
La Asunción,2020,10,28.05,30.45,26.26,47.46
La Asunción,2020,11,27.65,29.37,26.28,26.37
La Asunción,2020,12,27.05,28.59,25.69,36.91
La Asunción,2021,1,25.98,27.55,24.26,26.37
La Asunción,2021,2,25.4,27.37,23.85,31.64
La Asunción,2021,3,25.23,26.74,23.84,390.23
La Asunción,2021,4,25.6,27.94,23.96,10.13
La Asunción,2021,5,26.22,27.79,24.69,40.83
La Asunción,2021,6,26.78,28.52,25.51,63.13
La Asunción,2021,7,26.75,28.69,25.12,144.85
La Asunción,2021,8,27.68,29.41,26.01,55.64
La Asunción,2021,9,28.23,30.29,26.4,36.62
La Asunción,2021,10,27.67,29.69,25.67,134.87
La Asunción,2021,11,27.4,28.92,26.33,13.18
La Asunción,2021,12,26.58,28.23,25.04,29.58
Guanares,1981,1,22.97,29.41,17.08,0.0
Guanares,1981,2,23.3,29.63,16.83,137.11
Guanares,1981,3,24.68,31.62,18.2,131.84
Guanares,1981,4,23.23,30.15,19.01,453.52
Guanares,1981,5,22.92,27.58,19.29,558.98
Guanares,1981,6,22.29,26.44,17.97,458.79
Guanares,1981,7,22.27,26.63,18.34,205.66
Guanares,1981,8,22.67,27.81,18.54,290.04
Guanares,1981,9,22.81,27.23,19.22,321.68
Guanares,1981,10,22.7,28.42,18.38,232.03
Guanares,1981,11,23.09,27.89,18.9,131.84
Guanares,1981,12,22.4,27.31,17.33,94.92
Guanares,1982,1,21.72,27.55,14.83,5.27
Guanares,1982,2,22.85,29.2,16.94,94.92
Guanares,1982,3,23.79,30.09,15.94,79.1
Guanares,1982,4,23.05,29.06,18.64,374.41
Guanares,1982,5,23.0,28.6,18.65,432.42
Guanares,1982,6,22.54,26.9,19.37,311.13
Guanares,1982,7,22.42,26.69,18.01,384.96
Guanares,1982,8,22.79,26.9,19.12,184.57
Guanares,1982,9,23.15,27.49,18.81,247.85
Guanares,1982,10,22.72,28.02,18.99,189.84
Guanares,1982,11,22.64,27.39,18.87,116.02
Guanares,1982,12,22.31,27.4,17.7,5.27
Guanares,1983,1,23.04,28.88,18.09,31.64
Guanares,1983,2,24.53,31.93,17.06,42.19
Guanares,1983,3,26.73,34.68,20.49,15.82
Guanares,1983,4,24.7,32.56,20.06,358.59
Guanares,1983,5,23.38,28.83,19.59,411.33
Guanares,1983,6,23.11,27.62,19.82,358.59
Guanares,1983,7,23.06,27.28,19.48,247.85
Guanares,1983,8,23.06,27.84,19.23,332.23
Guanares,1983,9,23.37,27.82,18.58,210.94
Guanares,1983,10,22.92,27.9,19.33,174.02
Guanares,1983,11,23.04,27.95,18.63,52.73
Guanares,1983,12,22.21,27.22,16.61,68.55
Guanares,1984,1,22.68,28.14,17.56,36.91
Guanares,1984,2,23.52,29.76,17.05,47.46
Guanares,1984,3,25.4,32.86,18.18,21.09
Guanares,1984,4,25.9,33.21,19.23,68.55
Guanares,1984,5,24.73,32.12,19.62,147.66
Guanares,1984,6,23.26,28.38,18.95,237.3
Guanares,1984,7,22.44,27.5,18.18,253.12
Guanares,1984,8,22.69,27.67,18.65,300.59
Guanares,1984,9,22.67,27.61,18.95,195.12
Guanares,1984,10,22.81,28.98,19.07,205.66
Guanares,1984,11,22.57,28.51,18.17,110.74
Guanares,1984,12,22.12,27.53,15.83,21.09
Guanares,1985,1,22.64,29.48,15.09,0.0
Guanares,1985,2,23.3,30.73,15.83,15.82
Guanares,1985,3,25.31,33.52,18.11,105.47
Guanares,1985,4,25.3,33.68,19.45,105.47
Guanares,1985,5,23.32,28.5,18.8,353.32
Guanares,1985,6,21.99,26.4,17.15,205.66
Guanares,1985,7,22.02,26.68,18.44,242.58
Guanares,1985,8,22.34,26.77,18.12,432.42
Guanares,1985,9,22.76,27.58,18.37,216.21
Guanares,1985,10,22.5,27.92,18.19,253.12
Guanares,1985,11,22.49,27.63,18.41,179.3
Guanares,1985,12,21.61,27.11,15.46,79.1
Guanares,1986,1,21.76,28.05,14.51,26.37
Guanares,1986,2,22.84,28.98,17.11,15.82
Guanares,1986,3,24.07,31.39,18.22,89.65
Guanares,1986,4,24.26,30.15,20.14,216.21
Guanares,1986,5,23.54,28.76,19.54,316.41
Guanares,1986,6,22.52,27.02,18.65,300.59
Guanares,1986,7,22.03,26.34,17.73,258.4
Guanares,1986,8,22.5,28.12,18.48,295.31
Guanares,1986,9,22.61,26.96,17.73,332.23
Guanares,1986,10,22.58,28.38,19.01,421.88
Guanares,1986,11,22.26,27.04,18.03,152.93
Guanares,1986,12,21.87,27.16,16.5,10.55
Guanares,1987,1,22.12,28.31,16.24,15.82
Guanares,1987,2,23.87,30.31,17.9,26.37
Guanares,1987,3,24.99,31.74,19.15,147.66
Guanares,1987,4,24.85,31.65,19.69,163.48
Guanares,1987,5,23.45,29.6,19.15,253.12
Guanares,1987,6,22.74,27.32,18.48,200.39
