city,year,month,t2m,t2m_max,t2m_min,prec_acum
Tucupita,1990,7,25.43,29.69,21.69,179.3
Tucupita,1990,8,25.72,30.19,21.64,221.48
Tucupita,1990,9,26.4,32.28,21.44,73.83
Tucupita,1990,10,27.65,34.44,22.84,42.19
Tucupita,1990,11,27.07,33.95,22.07,79.1
Tucupita,1990,12,26.39,32.99,20.19,73.83
Tucupita,1991,1,26.27,33.74,20.65,31.64
Tucupita,1991,2,27.01,35.54,19.98,63.28
Tucupita,1991,3,27.87,36.17,21.04,0.0
Tucupita,1991,4,28.39,36.85,22.65,42.19
Tucupita,1991,5,29.02,37.72,23.65,5.27
Tucupita,1991,6,28.15,36.58,21.93,89.65
Tucupita,1991,7,27.15,34.23,22.37,110.74
Tucupita,1991,8,25.87,31.83,21.85,274.22
Tucupita,1991,9,25.96,31.94,21.84,116.02
Tucupita,1991,10,26.23,33.23,21.4,79.1
Tucupita,1991,11,26.73,33.06,21.44,89.65
Tucupita,1991,12,25.93,32.3,20.87,105.47
Tucupita,1992,1,25.59,32.73,18.76,36.91
Tucupita,1992,2,26.76,34.7,18.55,21.09
Tucupita,1992,3,28.34,36.89,21.61,0.0
Tucupita,1992,4,29.19,37.5,22.02,47.46
Tucupita,1992,5,28.29,36.76,22.86,168.75
Tucupita,1992,6,25.83,32.52,22.38,279.49
Tucupita,1992,7,25.46,29.95,22.06,200.39
Tucupita,1992,8,25.9,31.44,21.66,100.2
Tucupita,1992,9,26.72,33.62,22.3,84.38
Tucupita,1992,10,27.57,35.92,21.83,31.64
Tucupita,1992,11,27.33,35.23,22.13,94.92
Tucupita,1992,12,26.29,33.31,19.59,94.92
Tucupita,1993,1,25.87,34.16,19.57,58.01
Tucupita,1993,2,27.08,34.95,20.55,0.0
Tucupita,1993,3,27.56,36.19,21.23,58.01
Tucupita,1993,4,29.05,37.42,22.1,26.37
Tucupita,1993,5,28.37,35.94,23.51,116.02
Tucupita,1993,6,27.31,35.68,22.92,94.92
Tucupita,1993,7,27.19,34.12,21.93,179.3
Tucupita,1993,8,25.83,31.4,21.47,163.48
Tucupita,1993,9,26.41,32.94,22.48,116.02
Tucupita,1993,10,26.8,33.76,22.02,105.47
Tucupita,1993,11,25.48,31.31,21.88,221.48
Tucupita,1993,12,25.58,31.2,19.37,31.64
Tucupita,1994,1,26.15,33.37,18.71,21.09
Tucupita,1994,2,26.39,35.49,20.12,21.09
Tucupita,1994,3,28.15,36.77,20.93,0.0
Tucupita,1994,4,28.61,37.1,21.18,21.09
Tucupita,1994,5,28.19,36.76,22.6,137.11
Tucupita,1994,6,26.61,33.5,21.83,158.2
Tucupita,1994,7,25.61,31.85,21.92,242.58
Tucupita,1994,8,25.84,30.52,21.97,142.38
Tucupita,1994,9,26.7,33.12,22.4,63.28
Tucupita,1994,10,27.29,34.12,22.09,63.28
Tucupita,1994,11,27.29,35.99,21.37,89.65
Tucupita,1994,12,26.73,33.34,20.7,52.73
Tucupita,1995,1,26.73,35.04,19.11,15.82
Tucupita,1995,2,27.45,36.08,20.15,10.55
Tucupita,1995,3,29.24,38.64,22.01,5.27
Tucupita,1995,4,29.55,39.01,20.75,5.27
Tucupita,1995,5,29.27,38.3,22.99,63.28
Tucupita,1995,6,27.64,35.55,22.22,79.1
Tucupita,1995,7,26.6,34.12,22.42,184.57
Tucupita,1995,8,27.49,34.55,23.14,84.38
Tucupita,1995,9,28.69,36.33,23.04,31.64
Tucupita,1995,10,28.57,37.24,22.84,52.73
Tucupita,1995,11,26.65,33.6,21.26,152.93
Tucupita,1995,12,26.79,33.62,20.45,58.01
Tucupita,1996,1,26.64,34.44,19.93,26.37
Tucupita,1996,2,26.91,34.66,21.48,63.28
Tucupita,1996,3,27.51,36.64,20.87,21.09
Tucupita,1996,4,28.8,36.96,22.62,15.82
Tucupita,1996,5,27.44,35.89,21.97,174.02
Tucupita,1996,6,25.67,31.48,21.55,311.13
Tucupita,1996,7,25.25,30.02,21.8,232.03
Tucupita,1996,8,25.69,30.48,21.59,163.48
Tucupita,1996,9,25.91,30.3,22.82,79.1
Tucupita,1996,10,26.66,33.57,21.86,26.37
Tucupita,1996,11,26.75,32.87,22.72,105.47
Tucupita,1996,12,27.04,34.39,21.82,21.09
Tucupita,1997,1,26.54,34.12,20.16,47.46
Tucupita,1997,2,25.91,32.85,21.61,94.92
Tucupita,1997,3,26.63,35.61,19.6,26.37
Tucupita,1997,4,28.63,37.33,22.79,21.09
Tucupita,1997,5,28.19,37.04,22.76,84.38
Tucupita,1997,6,26.99,34.03,22.42,147.66
Tucupita,1997,7,25.97,32.93,22.8,290.04
Tucupita,1997,8,25.9,31.18,21.83,142.38
Tucupita,1997,9,27.0,32.81,22.33,110.74
Tucupita,1997,10,27.48,34.53,23.5,163.48
Tucupita,1997,11,26.55,32.41,22.51,121.29
Tucupita,1997,12,26.33,33.49,20.08,31.64
Tucupita,1998,1,27.34,36.39,21.11,21.09
Tucupita,1998,2,28.98,38.54,22.47,0.0
Tucupita,1998,3,29.08,37.53,21.31,0.0
Tucupita,1998,4,30.61,40.17,24.73,21.09
Tucupita,1998,5,28.43,37.51,24.02,168.75
Tucupita,1998,6,26.85,32.81,23.21,110.74
Tucupita,1998,7,27.19,33.33,22.47,94.92
Tucupita,1998,8,26.65,33.55,23.19,216.21
Tucupita,1998,9,26.41,31.59,22.19,168.75
Tucupita,1998,10,26.17,30.77,22.02,142.38
Tucupita,1998,11,25.73,29.69,22.43,158.2
Tucupita,1998,12,25.51,30.37,21.28,100.2
Tucupita,1999,1,25.37,31.21,20.3,63.28
Tucupita,1999,2,25.8,34.15,20.98,94.92
Tucupita,1999,3,26.44,34.32,20.06,84.38
Tucupita,1999,4,27.53,35.33,21.24,79.1
Tucupita,1999,5,28.27,36.05,21.02,63.28
Tucupita,1999,6,26.53,35.24,21.95,232.03
Tucupita,1999,7,25.4,29.92,21.64,242.58
Tucupita,1999,8,25.76,30.01,22.36,274.22
Tucupita,1999,9,25.8,30.59,21.73,73.83
Tucupita,1999,10,25.9,31.26,22.31,100.2
Tucupita,1999,11,26.33,31.95,21.9,152.93
Tucupita,1999,12,25.04,30.41,19.14,168.75
Tucupita,2000,1,24.74,31.19,18.38,42.19
Tucupita,2000,2,26.04,34.44,19.22,15.82
Tucupita,2000,3,26.83,35.3,20.36,42.19
Tucupita,2000,4,27.67,36.08,21.41,31.64
Tucupita,2000,5,27.69,36.21,22.22,152.93
Tucupita,2000,6,25.45,30.86,21.23,253.12
Tucupita,2000,7,25.19,30.17,21.56,200.39
Tucupita,2000,8,25.58,30.13,21.94,200.39
Tucupita,2000,9,25.92,30.21,22.66,126.56
Tucupita,2000,10,26.1,32.03,22.39,58.01
Tucupita,2000,11,25.89,31.97,21.95,163.48
Tucupita,2000,12,24.73,31.8,18.22,68.55
Tucupita,2001,1,25.38,33.01,18.7,36.91
Tucupita,2001,2,25.89,34.09,19.62,31.64
Tucupita,2001,3,27.96,37.13,20.35,15.82
Tucupita,2001,4,28.56,36.75,21.9,68.55
Tucupita,2001,5,28.78,37.33,23.5,47.46
Tucupita,2001,6,26.9,35.02,21.68,205.66
Tucupita,2001,7,25.8,31.37,20.94,142.38
Tucupita,2001,8,26.14,31.26,22.62,158.2
Tucupita,2001,9,26.63,33.21,22.28,84.38
Tucupita,2001,10,27.07,33.74,22.26,100.2
Tucupita,2001,11,27.55,34.24,22.66,68.55
Tucupita,2001,12,26.93,33.38,21.01,58.01
Tucupita,2002,1,26.55,33.27,19.86,47.46
Tucupita,2002,2,27.31,36.08,20.85,5.27
Tucupita,2002,3,28.29,36.94,20.22,26.37
Tucupita,2002,4,29.06,37.69,23.76,21.09
Tucupita,2002,5,27.85,35.51,22.92,158.2
Tucupita,2002,6,26.37,33.53,22.68,147.66
Tucupita,2002,7,27.08,33.98,22.82,52.73
Tucupita,2002,8,27.85,35.44,22.52,58.01
Tucupita,2002,9,28.56,36.78,23.05,42.19
Tucupita,2002,10,28.03,37.0,22.97,73.83
Tucupita,2002,11,26.62,34.54,21.83,158.2
Tucupita,2002,12,26.07,33.01,19.5,52.73
Tucupita,2003,1,26.9,34.85,19.72,15.82
Tucupita,2003,2,27.61,35.56,20.71,5.27
Tucupita,2003,3,28.68,37.86,21.61,0.0
Tucupita,2003,4,29.79,38.62,24.12,0.0
Tucupita,2003,5,27.8,36.32,23.4,158.2
Tucupita,2003,6,26.21,34.0,21.51,216.21
Tucupita,2003,7,25.76,30.55,22.13,216.21
Tucupita,2003,8,26.21,30.86,22.42,105.47
Tucupita,2003,9,26.36,31.85,22.84,126.56
Tucupita,2003,10,27.09,34.06,22.2,52.73
Tucupita,2003,11,27.22,33.87,22.35,63.28
Tucupita,2003,12,26.5,34.16,20.15,84.38
Tucupita,2004,1,26.92,34.86,20.73,10.55
Tucupita,2004,2,27.05,36.35,20.42,31.64
Tucupita,2004,3,28.52,37.62,20.98,15.82
Tucupita,2004,4,29.19,39.42,23.1,84.38
Tucupita,2004,5,27.71,35.49,22.56,94.92
Tucupita,2004,6,26.14,33.07,21.3,174.02
Tucupita,2004,7,25.65,31.4,21.52,142.38
Tucupita,2004,8,26.48,33.32,21.52,131.84
Tucupita,2004,9,27.18,33.69,22.38,94.92
Tucupita,2004,10,27.48,34.47,22.85,110.74
Tucupita,2004,11,26.44,32.15,23.08,137.11
Tucupita,2004,12,25.96,31.47,21.41,147.66
Tucupita,2005,1,26.13,32.05,21.15,73.83
Tucupita,2005,2,27.79,35.28,20.37,10.55
Tucupita,2005,3,28.88,37.57,21.56,10.55
Tucupita,2005,4,29.55,37.52,22.8,31.64
Tucupita,2005,5,29.26,37.99,23.82,58.01
Tucupita,2005,6,26.3,30.23,23.43,274.22
Tucupita,2005,7,25.86,30.48,21.93,274.22
Tucupita,2005,8,26.26,30.76,22.97,94.92
Tucupita,2005,9,26.78,32.11,22.05,142.38
Tucupita,2005,10,26.43,31.62,22.24,152.93
Tucupita,2005,11,26.12,30.73,21.55,100.2
Tucupita,2005,12,25.55,31.37,20.05,94.92
Tucupita,2006,1,25.97,32.26,21.26,110.74
Tucupita,2006,2,26.31,34.29,19.99,31.64
Tucupita,2006,3,27.57,35.58,21.54,47.46
Tucupita,2006,4,29.08,38.13,21.8,5.27
Tucupita,2006,5,28.9,38.08,22.02,79.1
Tucupita,2006,6,27.51,34.71,22.68,147.66
Tucupita,2006,7,25.97,31.4,22.62,258.4
Tucupita,2006,8,26.12,30.78,21.75,195.12
Tucupita,2006,9,26.87,33.45,22.08,42.19
Tucupita,2006,10,27.15,33.44,22.98,137.11
Tucupita,2006,11,26.83,32.99,22.16,84.38
Tucupita,2006,12,26.4,33.51,20.83,73.83
Tucupita,2007,1,27.04,34.39,20.28,42.19
Tucupita,2007,2,27.14,35.44,19.88,15.82
Tucupita,2007,3,28.12,37.65,20.9,42.19
Tucupita,2007,4,29.82,38.83,23.25,5.27
Tucupita,2007,5,29.59,38.57,22.48,105.47
Tucupita,2007,6,26.66,33.15,22.1,158.2
Tucupita,2007,7,26.63,33.14,22.1,131.84
Tucupita,2007,8,26.05,31.06,22.69,221.48
Tucupita,2007,9,26.17,31.1,22.34,126.56
Tucupita,2007,10,26.06,31.55,22.38,131.84
Tucupita,2007,11,26.16,31.65,21.45,68.55
Tucupita,2007,12,25.51,32.8,19.65,147.66
Tucupita,2008,1,25.5,32.98,19.71,42.19
Tucupita,2008,2,26.06,33.33,19.33,79.1
Tucupita,2008,3,26.8,35.22,20.19,10.55
Tucupita,2008,4,27.76,35.83,21.25,73.83
Tucupita,2008,5,28.76,36.99,22.53,36.91
Tucupita,2008,6,27.73,36.37,22.55,142.38
Tucupita,2008,7,25.66,31.51,21.24,179.3
Tucupita,2008,8,26.23,31.5,22.59,137.11
Tucupita,2008,9,26.7,33.11,22.71,52.73
Tucupita,2008,10,26.58,34.14,22.3,142.38
Tucupita,2008,11,26.99,33.46,22.17,58.01
Tucupita,2008,12,26.78,33.8,20.73,31.64
Tucupita,2009,1,27.2,35.13,21.77,36.91
Tucupita,2009,2,26.19,34.33,20.48,89.65
Tucupita,2009,3,27.62,35.98,20.03,21.09
Tucupita,2009,4,28.87,37.45,22.44,36.91
Tucupita,2009,5,29.15,37.18,23.35,31.64
Tucupita,2009,6,28.37,36.65,22.35,79.1
Tucupita,2009,7,27.15,34.07,22.78,205.66
Tucupita,2009,8,26.82,31.97,22.89,168.75
Tucupita,2009,9,27.67,34.48,22.33,110.74
Tucupita,2009,10,27.89,35.16,22.82,84.38
Tucupita,2009,11,28.14,36.87,23.14,84.38
Tucupita,2009,12,27.04,34.33,21.32,52.73
Tucupita,2010,1,26.95,34.8,19.6,15.82
Tucupita,2010,2,28.98,39.44,22.19,0.0
Tucupita,2010,3,30.23,38.87,24.03,0.0
Tucupita,2010,4,29.95,39.15,23.48,42.19
Tucupita,2010,5,28.76,37.6,22.57,137.11
Tucupita,2010,6,26.82,32.78,22.67,168.75
Tucupita,2010,7,26.16,30.85,22.93,147.66
Tucupita,2010,8,26.37,30.98,23.12,205.66
Tucupita,2010,9,26.42,31.23,22.96,147.66
Tucupita,2010,10,26.73,31.92,23.18,73.83
Tucupita,2010,11,26.13,31.72,21.97,158.2
Tucupita,2010,12,25.55,30.24,20.79,100.2
Tucupita,2011,1,24.85,30.4,19.01,131.84
Tucupita,2011,2,25.98,33.24,20.19,58.01
Tucupita,2011,3,27.05,35.35,20.11,47.46
Tucupita,2011,4,28.35,37.03,22.39,52.73
Tucupita,2011,5,28.65,36.87,23.4,100.2
Tucupita,2011,6,27.26,34.96,23.01,163.48
Tucupita,2011,7,26.4,32.58,22.37,168.75
Tucupita,2011,8,27.05,32.78,22.24,84.38
Tucupita,2011,9,27.37,35.56,22.35,131.84
Tucupita,2011,10,26.39,32.67,22.7,137.11
Tucupita,2011,11,26.17,31.57,22.67,126.56
Tucupita,2011,12,25.49,30.4,20.87,116.02
Tucupita,2012,1,25.83,32.05,20.55,52.73
Tucupita,2012,2,26.58,34.46,19.85,21.09
Tucupita,2012,3,27.08,35.55,21.94,63.28
Tucupita,2012,4,28.51,36.8,21.8,52.73
Tucupita,2012,5,27.19,34.29,22.91,142.38
Tucupita,2012,6,26.46,32.91,21.87,142.38
Tucupita,2012,7,26.8,34.07,22.48,100.2
Tucupita,2012,8,26.51,32.95,22.15,189.84
Tucupita,2012,9,28.04,36.64,22.18,58.01
Tucupita,2012,10,27.98,36.23,23.33,100.2
Tucupita,2012,11,27.88,35.28,22.87,79.1
Tucupita,2012,12,26.44,33.05,21.1,131.84
Tucupita,2013,1,26.14,33.73,20.37,31.64
Tucupita,2013,2,27.73,36.17,20.99,0.0
Tucupita,2013,3,29.3,37.88,22.42,10.55
Tucupita,2013,4,28.94,37.54,23.25,79.1
Tucupita,2013,5,28.48,36.6,22.62,84.38
Tucupita,2013,6,26.77,32.66,23.01,147.66
Tucupita,2013,7,27.29,35.09,21.93,73.83
Tucupita,2013,8,27.94,35.61,22.98,84.38
Tucupita,2013,9,28.3,36.87,22.95,100.2
Tucupita,2013,10,27.4,35.55,22.19,121.29
Tucupita,2013,11,26.62,33.58,22.37,121.29
Tucupita,2013,12,25.85,31.9,21.4,100.2
Tucupita,2014,1,26.17,34.08,20.28,36.91
Tucupita,2014,2,27.51,35.57,21.81,5.27
Tucupita,2014,3,28.55,37.04,22.21,0.0
Tucupita,2014,4,28.95,36.82,23.34,21.09
Tucupita,2014,5,29.25,37.94,23.4,36.91
Tucupita,2014,6,28.24,35.72,22.9,89.65
Tucupita,2014,7,27.29,35.85,22.55,174.02
Tucupita,2014,8,26.79,33.83,22.18,137.11
Tucupita,2014,9,27.75,36.35,23.11,42.19
Tucupita,2014,10,28.01,36.69,22.94,105.47
Tucupita,2014,11,26.17,34.08,22.42,184.57
Tucupita,2014,12,26.09,31.92,20.9,105.47
Tucupita,2015,1,25.79,32.62,20.27,73.83
Tucupita,2015,2,26.98,35.63,19.92,21.09
Tucupita,2015,3,27.49,36.27,21.24,21.09
Tucupita,2015,4,28.47,37.05,21.87,10.55
Tucupita,2015,5,28.48,36.76,23.27,36.91
Tucupita,2015,6,27.12,34.87,22.75,152.93
Tucupita,2015,7,26.26,32.65,22.49,216.21
Tucupita,2015,8,27.01,32.88,22.36,147.66
Tucupita,2015,9,27.52,34.85,21.88,73.83
Tucupita,2015,10,27.67,35.75,22.03,116.02
Tucupita,2015,11,26.54,33.1,22.73,131.84
Tucupita,2015,12,25.6,31.48,20.24,121.29
Tucupita,2016,1,26.27,33.66,19.46,0.0
Tucupita,2016,2,27.75,35.62,21.58,10.55
Tucupita,2016,3,29.15,37.98,22.47,5.27
Tucupita,2016,4,29.6,38.78,23.76,52.73
Tucupita,2016,5,27.69,35.0,22.58,205.66
Tucupita,2016,6,26.08,32.15,22.52,189.84
Tucupita,2016,7,26.12,30.65,22.33,210.94
Tucupita,2016,8,26.26,30.48,22.17,189.84
Tucupita,2016,9,26.48,31.18,22.31,116.02
Tucupita,2016,10,27.11,33.49,23.08,68.55
Tucupita,2016,11,26.65,33.41,23.17,142.38
Tucupita,2016,12,25.75,31.2,20.98,147.66
Tucupita,2017,1,25.4,32.22,20.49,52.73
Tucupita,2017,2,26.63,35.18,19.88,31.64
Tucupita,2017,3,27.52,37.17,21.42,52.73
Tucupita,2017,4,29.36,38.22,22.73,0.0
Tucupita,2017,5,28.53,37.19,23.08,126.56
Tucupita,2017,6,26.14,32.61,22.53,374.41
Tucupita,2017,7,26.05,29.95,22.48,268.95
Tucupita,2017,8,26.49,30.51,22.94,232.03
Tucupita,2017,9,26.44,31.01,23.14,158.2
Tucupita,2017,10,26.13,30.23,23.02,200.39
Tucupita,2017,11,25.83,30.12,22.5,137.11
Tucupita,2017,12,25.13,29.75,20.83,168.75
Tucupita,2018,1,24.56,30.07,19.88,89.65
Tucupita,2018,2,25.1,31.89,19.59,36.91
Tucupita,2018,3,26.68,35.26,20.0,73.83
Tucupita,2018,4,28.01,36.3,21.73,52.73
Tucupita,2018,5,28.12,35.51,22.61,52.73
Tucupita,2018,6,27.13,34.52,22.84,189.84
Tucupita,2018,7,26.09,31.54,22.24,195.12
Tucupita,2018,8,26.05,30.79,22.32,200.39
Tucupita,2018,9,26.23,30.98,21.69,147.66
Tucupita,2018,10,26.22,31.3,22.19,189.84
Tucupita,2018,11,25.99,30.69,21.55,137.11
Tucupita,2018,12,25.56,31.44,20.08,47.46
Tucupita,2019,1,26.65,34.32,20.32,10.55
Tucupita,2019,2,27.44,35.37,21.24,5.27
Tucupita,2019,3,28.51,37.31,21.86,21.09
Tucupita,2019,4,29.26,37.83,22.36,21.09
Tucupita,2019,5,29.08,37.55,22.95,52.73
Tucupita,2019,6,27.15,34.83,22.58,226.76
Tucupita,2019,7,26.15,30.39,22.11,189.84
Tucupita,2019,8,26.38,31.33,22.62,179.3
Tucupita,2019,9,26.97,33.22,22.41,131.84
Tucupita,2019,10,26.38,32.4,22.62,110.74
Tucupita,2019,11,26.37,31.54,23.18,216.21
Tucupita,2019,12,25.69,30.14,21.51,142.38
Tucupita,2020,1,25.52,33.44,19.85,63.28
Tucupita,2020,2,26.52,34.18,20.56,36.91
Tucupita,2020,3,27.94,36.44,20.65,5.27
Tucupita,2020,4,28.94,38.48,21.7,21.09
Tucupita,2020,5,29.6,38.83,23.5,21.09
Tucupita,2020,6,27.51,36.3,22.37,200.39
Tucupita,2020,7,26.78,32.68,22.71,116.02
Tucupita,2020,8,26.44,31.07,22.83,348.05
Tucupita,2020,9,26.48,30.89,22.82,163.48
Tucupita,2020,10,26.09,30.51,22.21,195.12
Tucupita,2020,11,25.93,30.28,22.5,174.02
Tucupita,2020,12,25.51,29.69,21.8,84.38
Tucupita,2021,1,25.18,31.74,19.76,47.46
Tucupita,2021,2,26.4,33.15,20.18,42.19
Tucupita,2021,3,26.44,34.53,20.98,369.14
Tucupita,2021,4,26.53,33.61,21.48,68.08
Tucupita,2021,5,26.37,32.21,22.33,197.25
Tucupita,2021,6,25.96,32.12,22.67,182.36
Tucupita,2021,7,25.8,30.12,22.08,277.66
Tucupita,2021,8,26.07,30.55,22.34,250.17
Tucupita,2021,9,26.37,30.62,22.44,125.41
Tucupita,2021,10,26.13,30.65,22.58,216.4
Tucupita,2021,11,25.88,30.38,20.94,109.26
Tucupita,2021,12,25.4,29.73,20.82,198.42
Caracas,1981,1,22.8,29.78,17.8,15.82
Caracas,1981,2,22.97,29.08,18.48,58.01
Caracas,1981,3,23.69,31.5,19.49,10.55
Caracas,1981,4,23.11,29.25,20.22,268.95
Caracas,1981,5,23.42,27.44,20.36,200.39
Caracas,1981,6,22.97,26.98,19.98,121.29
Caracas,1981,7,22.87,26.41,19.87,210.94
Caracas,1981,8,23.11,27.14,19.24,126.56
Caracas,1981,9,23.37,27.12,20.3,189.84
Caracas,1981,10,23.25,27.42,20.15,142.38
Caracas,1981,11,23.61,28.19,20.1,42.19
Caracas,1981,12,23.11,28.02,19.2,52.73
Caracas,1982,1,22.15,27.94,18.68,21.09
Caracas,1982,2,22.58,30.16,18.61,0.0
Caracas,1982,3,22.54,29.98,17.91,0.0
Caracas,1982,4,22.96,29.69,19.21,137.11
Caracas,1982,5,23.55,28.49,19.76,205.66
Caracas,1982,6,22.94,27.22,20.05,131.84
Caracas,1982,7,23.19,28.18,19.48,63.28
Caracas,1982,8,23.58,28.68,20.26,126.56
Caracas,1982,9,23.86,28.79,19.93,105.47
Caracas,1982,10,23.5,27.98,20.83,116.02
Caracas,1982,11,23.58,29.06,19.84,15.82
Caracas,1982,12,22.83,29.01,19.02,5.27
Caracas,1983,1,23.18,30.27,18.88,0.0
Caracas,1983,2,23.59,32.44,18.62,0.0
Caracas,1983,3,24.61,34.05,18.59,0.0
Caracas,1983,4,24.44,31.82,19.48,73.83
Caracas,1983,5,24.03,30.63,19.91,116.02
Caracas,1983,6,23.87,28.96,20.94,126.56
Caracas,1983,7,23.53,27.64,20.65,142.38
Caracas,1983,8,23.34,28.0,19.94,137.11
Caracas,1983,9,23.72,28.05,20.9,84.38
Caracas,1983,10,23.37,27.84,20.38,79.1
Caracas,1983,11,23.94,29.12,20.3,10.55
Caracas,1983,12,22.98,29.8,19.05,5.27
Caracas,1984,1,22.55,28.91,18.8,15.82
Caracas,1984,2,23.1,29.86,19.58,0.0
Caracas,1984,3,23.01,31.76,18.92,0.0
Caracas,1984,4,23.84,32.08,19.46,31.64
Caracas,1984,5,23.81,30.46,19.2,36.91
Caracas,1984,6,24.3,30.6,20.24,68.55
Caracas,1984,7,23.01,28.98,19.69,142.38
Caracas,1984,8,23.24,27.86,19.93,126.56
Caracas,1984,9,23.51,28.78,19.56,137.11
Caracas,1984,10,23.22,27.49,20.06,121.29
Caracas,1984,11,22.91,27.14,20.05,163.48
Caracas,1984,12,21.85,26.26,18.35,47.46
Caracas,1985,1,21.26,26.46,17.9,0.0
Caracas,1985,2,21.7,28.3,18.31,10.55
Caracas,1985,3,22.54,29.45,18.62,0.0
Caracas,1985,4,23.16,30.06,19.3,73.83
Caracas,1985,5,23.62,29.22,19.99,73.83
Caracas,1985,6,23.03,28.8,19.31,105.47
Caracas,1985,7,22.83,27.25,20.12,137.11
Caracas,1985,8,22.83,26.84,18.83,168.75
Caracas,1985,9,23.12,27.95,18.59,152.93
Caracas,1985,10,22.95,26.99,20.33,142.38
Caracas,1985,11,22.47,26.21,19.55,158.2
Caracas,1985,12,21.33,25.08,18.64,158.2
Caracas,1986,1,21.28,27.56,17.42,21.09
Caracas,1986,2,21.81,28.32,18.21,10.55
Caracas,1986,3,22.8,30.26,18.26,0.0
Caracas,1986,4,24.55,32.25,20.65,47.46
Caracas,1986,5,23.61,29.87,20.13,163.48
Caracas,1986,6,23.08,26.9,19.07,168.75
Caracas,1986,7,23.05,27.63,19.21,94.92
Caracas,1986,8,23.22,28.44,19.62,137.11
Caracas,1986,9,23.25,27.3,19.98,137.11
Caracas,1986,10,22.96,27.07,19.69,131.84
Caracas,1986,11,22.63,26.83,19.33,47.46
Caracas,1986,12,22.44,28.23,18.6,21.09
Caracas,1987,1,22.3,29.73,18.62,10.55
Caracas,1987,2,23.32,31.48,18.28,0.0
Caracas,1987,3,24.0,34.12,18.49,10.55
Caracas,1987,4,25.26,33.26,20.4,5.27
Caracas,1987,5,24.59,31.89,20.98,184.57
Caracas,1987,6,23.65,28.91,20.0,116.02
Caracas,1987,7,23.53,28.64,20.42,163.48
Caracas,1987,8,23.46,27.4,20.34,174.02
Caracas,1987,9,23.78,28.05,20.62,126.56
Caracas,1987,10,23.7,28.23,20.32,137.11
Caracas,1987,11,23.94,28.66,20.7,94.92
Caracas,1987,12,23.3,28.74,19.9,47.46
Caracas,1988,1,22.18,28.09,18.01,0.0
Caracas,1988,2,22.48,28.26,18.42,5.27
Caracas,1988,3,22.94,31.29,18.32,0.0
Caracas,1988,4,24.43,32.69,19.83,0.0
Caracas,1988,5,25.04,32.2,20.5,21.09
Caracas,1988,6,24.14,30.89,20.82,216.21
Caracas,1988,7,23.24,27.65,20.09,158.2
Caracas,1988,8,23.17,26.79,20.0,205.66
Caracas,1988,9,23.15,27.27,19.55,242.58
Caracas,1988,10,23.33,27.17,20.45,258.4
Caracas,1988,11,22.84,27.01,20.02,126.56
Caracas,1988,12,21.51,25.44,18.62,94.92
Caracas,1989,1,20.87,25.12,18.31,47.46
Caracas,1989,2,21.04,27.44,16.81,10.55
Caracas,1989,3,22.14,29.33,18.38,0.0
Caracas,1989,4,23.23,30.36,19.02,0.0
Caracas,1989,5,23.55,29.94,20.06,100.2
Caracas,1989,6,23.63,29.12,20.24,47.46
Caracas,1989,7,23.37,29.93,19.8,137.11
Caracas,1989,8,23.53,28.62,19.23,142.38
Caracas,1989,9,23.31,27.82,20.31,174.02
Caracas,1989,10,23.24,28.38,19.75,68.55
Caracas,1989,11,23.42,28.52,20.24,47.46
Caracas,1989,12,22.4,28.58,17.83,0.0
Caracas,1990,1,22.1,28.15,18.83,21.09
Caracas,1990,2,21.7,27.57,18.3,15.82
Caracas,1990,3,22.47,28.71,18.15,0.0
Caracas,1990,4,23.79,31.1,19.33,42.19
Caracas,1990,5,24.11,30.37,20.66,100.2
Caracas,1990,6,23.44,30.08,20.37,216.21
Caracas,1990,7,22.62,26.67,19.23,216.21
Caracas,1990,8,22.92,26.9,19.83,210.94
Caracas,1990,9,23.55,27.07,20.31,179.3
Caracas,1990,10,23.7,27.22,20.51,163.48
Caracas,1990,11,22.95,27.06,19.41,137.11
Caracas,1990,12,21.81,25.66,17.43,31.64
Caracas,1991,1,21.44,26.44,18.34,0.0
Caracas,1991,2,22.6,30.51,18.24,0.0
Caracas,1991,3,22.68,30.41,18.73,31.64
Caracas,1991,4,23.64,31.21,19.12,21.09
Caracas,1991,5,24.44,31.28,19.99,10.55
Caracas,1991,6,24.3,31.2,20.37,68.55
Caracas,1991,7,23.5,29.01,20.28,100.2
Caracas,1991,8,23.02,27.21,20.32,258.4
Caracas,1991,9,23.25,27.19,20.43,147.66
Caracas,1991,10,23.23,27.17,20.06,42.19
Caracas,1991,11,23.0,27.31,18.53,163.48
Caracas,1991,12,21.98,27.18,18.85,21.09
Caracas,1992,1,22.18,29.05,18.08,5.27
Caracas,1992,2,22.51,31.31,16.77,0.0
Caracas,1992,3,23.12,30.47,19.09,0.0
Caracas,1992,4,24.53,32.91,19.76,42.19
Caracas,1992,5,24.58,32.22,20.53,137.11
Caracas,1992,6,23.66,29.07,20.46,147.66
Caracas,1992,7,22.82,27.17,20.26,216.21
Caracas,1992,8,23.11,26.87,20.14,137.11
Caracas,1992,9,23.26,26.87,20.3,131.84
Caracas,1992,10,23.68,29.58,19.73,36.91
Caracas,1992,11,23.55,29.07,20.55,137.11
Caracas,1992,12,22.51,27.51,18.45,58.01
